"Order","PID","MS SubClass","MS Zoning","Lot Frontage","Lot Area","Street","Alley","Lot Shape","Land Contour","Utilities","Lot Config","Land Slope","Neighborhood","Condition 1","Condition 2","Bldg Type","House Style","Overall Qual","Overall Cond","Year Built","Year Remod/Add","Roof Style","Roof Matl","Exterior 1st","Exterior 2nd","Mas Vnr Type","Mas Vnr Area","Exter Qual","Exter Cond","Foundation","Bsmt Qual","Bsmt Cond","Bsmt Exposure","BsmtFin Type 1","BsmtFin SF 1","BsmtFin Type 2","BsmtFin SF 2","Bsmt Unf SF","Total Bsmt SF","Heating","Heating QC","Central Air","Electrical","1st Flr SF","2nd Flr SF","Low Qual Fin SF","Gr Liv Area","Bsmt Full Bath","Bsmt Half Bath","Full Bath","Half Bath","Bedroom AbvGr","Kitchen AbvGr","Kitchen Qual","TotRms AbvGrd","Functional","Fireplaces","Fireplace Qu","Garage Type","Garage Yr Blt","Garage Finish","Garage Cars","Garage Area","Garage Qual","Garage Cond","Paved Drive","Wood Deck SF","Open Porch SF","Enclosed Porch","3Ssn Porch","Screen Porch","Pool Area","Pool QC","Fence","Misc Feature","Misc Val","Mo Sold","Yr Sold","Sale Type","Sale Condition","SalePrice","__index_level_0__"
1897,534425080,20,"RL",\N,14585,"Pave",\N,"IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1960,1987,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",85,"TA","TA","CBlock","TA","TA","No","BLQ",594,"Rec",219,331,1144,"GasA","Ex","Y","SBrkr",1429,0,0,1429,0,1,1,0,3,1,"Gd",7,"Typ",2,"Gd","Attchd",1960,"Unf",2,572,"TA","TA","Y",216,110,0,0,0,0,\N,\N,\N,0,6,2007,"WD ","Normal",181900,1896
339,924100050,50,"RL",68,10544,"Pave",\N,"IR1","Lvl","AllPub","Inside","Mod","Mitchel","Norm","Norm","1Fam","1.5Fin",5,5,1969,1969,"Gable","CompShg","HdBoard","HdBoard",\N,0,"TA","TA","CBlock","TA","TA","Av","BLQ",476,"Unf",0,388,864,"GasA","TA","Y","SBrkr",864,615,0,1479,0,0,2,0,5,1,"TA",8,"Typ",0,\N,"Attchd",1969,"Fin",1,275,"TA","TA","Y",287,0,280,0,0,0,\N,\N,\N,0,4,2010,"WD ","Normal",161000,338
2745,905477010,20,"RL",77,8335,"Pave",\N,"Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","Wd Sdng","Wd Sdng",\N,0,"TA","TA","Slab",\N,\N,\N,\N,0,\N,0,0,0,"GasA","Gd","Y","SBrkr",1124,0,0,1124,0,0,1,0,3,1,"TA",5,"Min2",1,"Gd",\N,\N,\N,0,0,\N,\N,"N",0,36,190,0,0,0,\N,\N,\N,0,4,2006,"WD ","Normal",93000,2744
1650,527325110,60,"RL",92,11952,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","PosA","Norm","1Fam","2Story",7,6,1977,1977,"Mansard","WdShake","WdShing","Plywood",\N,0,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,808,808,"GasA","TA","Y","SBrkr",1161,808,0,1969,0,0,2,1,3,1,"TA",8,"Typ",1,"Gd","Attchd",1977,"RFn",2,534,"TA","TA","Y",0,0,0,0,276,0,\N,\N,\N,0,11,2007,"WD ","Normal",190000,1649
466,528220040,60,"RL",57,8918,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd",\N,0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,745,745,"GasA","Ex","Y","SBrkr",745,745,0,1490,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2005,"Fin",2,392,"TA","TA","Y",36,20,0,0,0,0,\N,\N,\N,0,7,2009,"WD ","Normal",167800,465
149,535180130,50,"RL",60,8382,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",4,5,1956,1956,"Gable","CompShg","MetalSd","MetalSd",\N,0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,832,832,"GasA","TA","Y","FuseA",832,505,0,1337,0,0,1,0,3,1,"TA",5,"Typ",0,\N,"Attchd",1956,"Unf",1,263,"TA","TA","Y",0,0,0,0,0,0,\N,\N,\N,0,2,2010,"WD ","Normal",108000,148
2700,904100090,90,"RL",120,11136,"Pave",\N,"Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Feedr","Feedr","Duplex","1Story",6,5,1964,1964,"Gable","CompShg","BrkFace","BrkFace",\N,0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1921,1921,"GasA","TA","Y","SBrkr",1921,0,0,1921,0,0,2,0,4,2,"TA",8,"Typ",0,\N,"Detchd",1964,"Unf",2,576,"TA","TA","Y",0,180,0,0,0,0,\N,\N,\N,0,7,2006,"WD ","Normal",150000,2699
1595,923225150,160,"RM",\N,2665,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story",5,6,1976,1976,"Gable","CompShg","CemntBd","CmentBd",\N,0,"TA","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",0,264,264,"GasA","TA","Y","SBrkr",616,688,0,1304,0,0,1,1,3,1,"TA",4,"Typ",1,"Gd","BuiltIn",1976,"Fin",1,336,"TA","TA","Y",141,24,0,0,0,0,\N,\N,\N,0,6,2008,"WD ","Normal",115000,1594
327,923225300,160,"RM",\N,1974,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story",4,5,1973,1973,"Gable","CompShg","CemntBd","CmentBd",\N,0,"TA","TA","CBlock","TA","TA","No","BLQ",334,"Unf",0,212,546,"GasA","TA","Y","SBrkr",546,546,0,1092,0,0,1,1,3,1,"TA",6,"Typ",0,\N,"Attchd",1973,"RFn",1,286,"TA","TA","Y",120,96,0,0,0,0,\N,\N,\N,0,5,2010,"WD ","Normal",83500,326
2589,535325350,20,"RL",80,13600,"Pave",\N,"Reg","Bnk","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1955,1955,"Gable","CompShg","HdBoard","HdBoard",\N,0,"TA","TA","CBlock","TA","TA","No","Rec",144,"BLQ",912,0,1056,"GasA","Gd","Y","SBrkr",1056,0,0,1056,1,0,1,1,3,1,"TA",6,"Typ",0,\N,"Attchd",1955,"Fin",1,300,"TA","TA","Y",0,0,0,0,0,0,\N,"MnPrv","Shed",650,11,2006,"WD ","Normal",125000,2588
1287,902103150,50,"RM",57,9184,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,7,1948,2005,"Gable","CompShg","WdShing","Wd Shng",\N,0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,780,780,"GasA","Ex","Y","SBrkr",948,375,0,1323,0,0,1,0,3,1,"TA",6,"Typ",0,\N,"Detchd",1948,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,\N,\N,\N,0,7,2008,"WD ","Normal",122600,1286
1727,528188160,120,"RL",48,3242,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","Wd Shng","Stone",235,"Gd","TA","PConc","Gd","TA","No","GLQ",1000,"Unf",0,405,1405,"GasA","Ex","Y","SBrkr",1405,0,0,1405,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2003,"RFn",2,478,"TA","TA","Y",136,36,0,0,0,0,\N,\N,\N,0,3,2007,"WD ","Normal",200000,1726
1932,535301160,90,"RL",70,8078,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,5,1958,1958,"Hip","CompShg","Wd Sdng","Wd Sdng","Stone",260,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1560,1560,"GasA","TA","Y","SBrkr",1560,0,0,1560,0,0,2,0,4,2,"TA",8,"Typ",0,\N,"Detchd",1958,"Unf",2,484,"TA","TA","Y",0,0,0,0,0,0,\N,\N,\N,0,12,2007,"WD ","Normal",128600,1931
1295,902109160,50,"RM",81,7308,"Pave",\N,"Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,5,1920,1950,"Gable","CompShg","WdShing","Wd Shng",\N,0,"Fa","Fa","BrkTil","TA","TA","No","Rec",360,"Unf",0,576,936,"GasA","Gd","N","FuseA",960,780,0,1740,0,0,1,0,2,1,"Ex",6,"Typ",1,"Gd","Detchd",1920,"Unf",1,225,"Fa","Fa","N",0,0,236,0,0,0,\N,\N,\N,0,6,2008,"WD ","Normal",122250,1294
343,526351100,20,"RL",85,10200,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1974,1974,"Hip","CompShg","Plywood","Plywood","BrkFace",440,"TA","TA","CBlock","TA","TA","No","LwQ",844,"Unf",0,590,1434,"GasA","TA","Y","SBrkr",1434,0,0,1434,1,0,2,0,4,1,"TA",7,"Typ",1,"Gd","Attchd",1974,"RFn",2,528,"TA","TA","Y",80,21,0,0,0,0,\N,\N,\N,0,6,2009,"WD ","Normal",157000,342
672,535403210,20,"RL",90,10454,"Pave",\N,"IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1957,1957,"Hip","CompShg","Plywood","Plywood","Stone",143,"TA","TA","CBlock","TA","TA","No","Rec",546,"Unf",0,559,1105,"GasA","Gd","Y","FuseA",1105,0,0,1105,0,0,1,0,3,1,"TA",5,"Typ",0,\N,"Detchd",1957,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,\N,\N,\N,0,4,2009,"WD ","Normal",135000,671
1827,532378240,20,"RL",\N,6173,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1967,1967,"Gable","CompShg","HdBoard","Wd Sdng","BrkFace",75,"TA","TA","CBlock","TA","TA","No","GLQ",599,"Unf",0,277,876,"GasA","TA","Y","SBrkr",902,0,0,902,0,0,1,0,3,1,"TA",6,"Typ",0,\N,"Attchd",1967,"Unf",1,288,"TA","TA","Y",0,0,0,0,0,0,\N,"MnPrv",\N,0,8,2007,"WD ","Normal",125500,1826
1844,533213140,160,"FV",34,3230,"Pave","Pave","Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,1999,1999,"Gable","CompShg","MetalSd","MetalSd","BrkFace",1129,"TA","TA","PConc","Gd","TA","No","GLQ",419,"Unf",0,310,729,"GasA","Gd","Y","SBrkr",729,729,0,1458,0,0,2,1,2,1,"TA",5,"Typ",1,"Fa","Detchd",1999,"Unf",2,440,"TA","TA","Y",0,32,0,0,0,0,\N,\N,\N,0,6,2007,"WD ","Normal",176000,1843
1835,533205110,120,"FV",45,4379,"Pave",\N,"IR1","Lvl","AllPub","FR2","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",8,5,2004,2004,"Gable","CompShg","MetalSd","MetalSd",\N,0,"Gd","TA","PConc","Gd","TA","Av","GLQ",851,"Unf",0,527,1378,"GasA","Ex","Y","SBrkr",1378,0,0,1378,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2004,"Fin",2,540,"TA","TA","Y",160,56,0,0,0,0,\N,\N,\N,0,7,2007,"WD ","Normal",214000,1834
2733,905402110,20,"RL",75,9375,"Pave",\N,"Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,1954,1954,"Gable","CompShg","MetalSd","MetalSd",\N,0,"TA","Gd","CBlock","TA","TA","No","Rec",799,"Unf",0,168,967,"GasA","Ex","Y","SBrkr",1350,0,0,1350,0,0,1,1,3,1,"TA",6,"Typ",1,"Gd","Attchd",1954,"RFn",2,504,"TA","TA","Y",237,0,0,0,0,0,\N,\N,\N,0,6,2006,"WD ","Normal",146000,2732
2237,910201180,70,"RM",50,9060,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",5,6,1923,1999,"Gable","CompShg","Wd Sdng","Plywood",\N,0,"TA","TA","BrkTil","Gd","TA","No","ALQ",548,"Unf",0,311,859,"GasA","Ex","Y","SBrkr",942,886,0,1828,0,0,2,0,3,1,"Gd",6,"Typ",0,\N,"Detchd",\N,\N,\N,\N,\N,\N,"Y",174,0,212,0,0,0,\N,"MnPrv",\N,0,3,2007,"WD ","Alloca",150909,2236
1899,534429030,90,"RL",70,9842,"Pave",\N,"Reg","Lvl","AllPub","FR2","Gtl","NAmes","Norm","Norm","Duplex","1Story",4,5,1962,1962,"Gable","CompShg","HdBoard","HdBoard",\N,0,"TA","TA","Slab",\N,\N,\N,\N,0,\N,0,0,0,"GasA","TA","Y","SBrkr",1224,0,0,1224,0,0,2,0,2,2,"TA",6,"Typ",0,\N,"CarPort",1962,"Unf",2,462,"TA","TA","Y",0,0,0,0,0,0,\N,\N,\N,0,3,2007,"WD ","Normal",101800,1898
397,527404030,20,"RL",\N,8510,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1971,1971,"Gable","CompShg","Plywood","Plywood","BrkFace",178,"TA","TA","CBlock","Gd","TA","No","ALQ",500,"Unf",0,543,1043,"GasA","Ex","Y","SBrkr",1050,0,0,1050,1,0,1,1,3,1,"TA",6,"Typ",0,\N,"Attchd",1971,"Unf",1,336,"TA","TA","Y",0,0,0,0,0,0,\N,\N,\N,0,7,2009,"WD ","Normal",143000,396
106,533244030,60,"FV",68,7379,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd",\N,0,"Gd","TA","PConc","Gd","TA","No","GLQ",484,"Unf",0,491,975,"GasA","Ex","Y","SBrkr",975,873,0,1848,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",2000,"RFn",2,592,"TA","TA","Y",280,184,0,0,0,0,\N,\N,\N,0,4,2010,"WD ","Normal",254000,105
992,526354070,60,"RL",85,11075,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",6,5,1969,1969,"Gable","CompShg","HdBoard","HdBoard",\N,0,"TA","TA","CBlock","Fa","TA","Mn","ALQ",500,"LwQ",276,176,952,"GasA","TA","Y","SBrkr",1092,1020,0,2112,0,0,2,1,4,1,"TA",9,"Typ",2,"Gd","Attchd",1969,"Unf",2,576,"TA","TA","Y",280,0,0,0,0,0,\N,\N,\N,0,6,2008,"WD ","Normal",206900,991
2043,903476100,45,"RM",55,4388,"Pave",\N,"IR1","Bnk","AllPub","Inside","Gtl","OldTown","Feedr","Norm","1Fam","1.5Unf",5,7,1930,1950,"Gable","CompShg","WdShing","Wd Sdng",\N,0,"TA","Gd","BrkTil","TA","TA","No","LwQ",116,"Unf",0,556,672,"GasA","Ex","Y","SBrkr",840,0,0,840,0,0,1,0,3,1,"TA",5,"Typ",1,"TA",\N,\N,\N,0,0,\N,\N,"N",0,0,0,0,0,0,\N,\N,\N,0,6,2007,"WD ","Normal",87000,2042
1344,903232030,30,"RM",\N,6120,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,6,1945,1995,"Gable","CompShg","Plywood","Plywood",\N,0,"TA","Gd","CBlock",\N,\N,\N,\N,0,\N,0,0,0,"GasA","Gd","N","SBrkr",808,0,0,808,0,0,1,0,1,1,"TA",6,"Min2",0,\N,"Attchd",1925,"Unf",1,164,"TA","TA","P",0,48,0,0,0,0,\N,\N,\N,0,6,2008,"WD ","Normal",81300,1343
2439,528280100,60,"RL",\N,11214,"Pave",\N,"IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1998,1999,"Gable","CompShg","VinylSd","VinylSd",\N,0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,930,930,"GasA","Gd","Y","SBrkr",956,930,0,1886,0,0,2,1,4,1,"Gd",10,"Typ",1,"TA","Attchd",1998,"Fin",2,431,"TA","TA","Y",89,0,0,0,0,0,\N,\N,\N,0,7,2006,"WD ","Normal",199900,2438
1174,533217060,160,"FV",24,2160,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","SLvl",7,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",216,"Gd","TA","PConc","Gd","TA","No","GLQ",600,"Unf",0,72,672,"GasA","Ex","Y","SBrkr",684,720,0,1404,1,0,2,1,3,1,"Gd",5,"Typ",0,\N,"Detchd",1999,"Unf",2,462,"TA","TA","Y",20,0,0,0,0,0,\N,\N,\N,0,6,2008,"WD ","Normal",170000,1173
503,528385050,60,"RL",79,9085,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1995,1996,"Gable","CompShg","VinylSd","VinylSd","BrkFace",286,"Gd","TA","PConc","Gd","TA","No","GLQ",816,"Unf",0,254,1070,"GasA","Ex","Y","SBrkr",1094,967,0,2061,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1995,"Fin",2,647,"TA","TA","Y",296,102,209,0,0,0,\N,\N,\N,0,11,2009,"WD ","Normal",260000,502
128,534431050,50,"RL",68,9724,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",5,7,1952,2002,"Gable","CompShg","MetalSd","MetalSd","BrkFace",265,"Gd","TA","CBlock","TA","TA","No","LwQ",670,"Unf",0,470,1140,"GasA","Gd","Y","SBrkr",1929,532,0,2461,0,0,2,0,3,1,"TA",7,"Min2",2,"Gd","Detchd",1994,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,\N,"GdWo",\N,0,3,2010,"WD ","Normal",197600,127
490,528290190,80,"RL",62,7750,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl",7,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd",\N,0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,384,384,"GasA","Ex","Y","SBrkr",774,656,0,1430,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",1999,"RFn",2,400,"TA","TA","Y",0,0,0,0,0,0,\N,\N,\N,0,3,2009,"WD ","Normal",156000,489
1926,535179120,20,"RL",72,9770,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1957,1957,"Gable","CompShg","Wd Sdng","Wd Sdng",\N,0,"TA","TA","CBlock","TA","TA","No","Rec",512,"Unf",0,410,922,"GasA","TA","Y","FuseA",922,0,0,922,1,0,1,0,2,1,"TA",5,"Typ",0,\N,"Attchd",1957,"Unf",1,308,"TA","TA","Y",0,34,0,0,0,0,\N,"GdWo",\N,0,4,2007,"WD ","Normal",116000,1925
636,535175050,20,"RL",66,12400,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,7,1958,1998,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",176,"TA","TA","CBlock","TA","Fa","No","Rec",585,"Unf",0,630,1215,"GasA","TA","Y","FuseA",1215,0,0,1215,0,0,1,0,3,1,"TA",6,"Typ",0,\N,"Attchd",1958,"Unf",1,297,"TA","TA","Y",0,0,0,0,234,0,\N,\N,\N,0,6,2009,"WD ","Normal",155000,635
157,535350040,20,"RL",74,5868,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1956,2000,"Gable","CompShg","MetalSd","MetalSd",\N,0,"TA","TA","CBlock","TA","TA","No","BLQ",248,"Rec",240,448,936,"GasA","Ex","Y","SBrkr",936,0,0,936,1,0,1,0,2,1,"TA",4,"Typ",0,\N,"Attchd",1956,"Fin",1,308,"TA","TA","Y",0,0,80,0,160,0,\N,\N,\N,0,5,2010,"WD ","Normal",129000,156
351,527131030,120,"RL",40,5664,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,2000,2000,"Gable","CompShg","CemntBd","CmentBd",\N,0,"Gd","TA","PConc","Gd","TA","No","GLQ",1158,"Unf",0,343,1501,"GasA","Ex","Y","SBrkr",1659,0,0,1659,1,0,2,0,2,1,"Ex",5,"Typ",1,"Ex","Attchd",2000,"Fin",2,499,"TA","TA","Y",212,59,0,0,0,0,\N,\N,\N,0,10,2009,"WD ","Normal",278000,350
1459,907254090,60,"RL",75,11404,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1998,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",202,"Gd","TA","PConc","Gd","TA","Av","ALQ",252,"Unf",0,901,1153,"GasA","Ex","Y","SBrkr",1153,878,0,2031,0,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",1998,"Fin",2,541,"TA","TA","Y",192,84,0,0,0,0,\N,\N,\N,0,7,2008,"WD ","Normal",222500,1458
1259,535380140,50,"RL",60,10836,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,5,1922,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",\N,0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,892,892,"GasA","Ex","Y","SBrkr",1254,182,0,1436,0,1,1,0,3,1,"TA",7,"Typ",1,"Gd","Detchd",1968,"Unf",4,1488,"Fa","TA","N",0,0,100,0,0,0,\N,"GdWo",\N,0,6,2008,"WD ","Normal",139000,1258
1946,535355020,70,"RL",113,21281,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",5,4,1935,2007,"Gable","CompShg","Wd Sdng","MetalSd",\N,0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,666,666,"GasA","Gd","Y","SBrkr",1308,1778,0,3086,0,0,3,1,4,1,"Gd",9,"Min1",0,\N,"BuiltIn",2007,"Unf",3,1200,"TA","TA","Y",0,208,290,0,156,0,\N,\N,\N,0,11,2007,"WD ","Family",301600,1945
2624,535453160,20,"RL",70,7560,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Gable","CompShg","BrkFace","Wd Sdng",\N,0,"TA","TA","CBlock","TA","TA","No","LwQ",369,"Unf",0,671,1040,"GasA","TA","Y","FuseA",1040,0,0,1040,0,0,1,0,3,1,"TA",6,"Typ",0,\N,"Attchd",1959,"RFn",1,286,"TA","TA","Y",140,0,252,0,0,0,\N,"GdWo",\N,0,7,2006,"WD ","Normal",133700,2623
2913,923226150,90,"RL",\N,11836,"Pave",\N,"IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","Duplex","1Story",5,5,1970,1970,"Gable","CompShg","Plywood","Plywood",\N,0,"TA","TA","CBlock","TA","TA","No","BLQ",149,"Unf",0,1503,1652,"GasA","TA","Y","SBrkr",1652,0,0,1652,0,0,2,0,4,2,"TA",8,"Typ",0,\N,"2Types",1970,"Unf",3,928,"TA","TA","Y",0,0,0,0,0,0,\N,\N,\N,0,3,2006,"WD ","Normal",146500,2912
218,905101310,90,"RL",72,10778,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",4,5,1968,1968,"Hip","CompShg","HdBoard","HdBoard",\N,0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1768,1768,"GasA","TA","N","SBrkr",1768,0,0,1768,0,0,2,0,4,2,"TA",8,"Typ",0,\N,\N,\N,\N,0,0,\N,\N,"Y",0,0,0,0,0,0,\N,\N,\N,0,4,2010,"WD ","Normal",136500,217
1950,535379060,30,"RL",60,10800,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,6,1927,2007,"Gable","CompShg","Wd Sdng","Wd Sdng",\N,0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,656,656,"GasA","TA","Y","SBrkr",968,0,0,968,0,0,2,0,4,1,"TA",5,"Typ",0,\N,"Detchd",1928,"Unf",1,216,"Fa","Fa","Y",0,0,0,0,0,0,\N,\N,\N,0,8,2007,"WD ","Normal",64500,1949
384,527364030,60,"FV",70,7000,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","CemntBd","CmentBd",\N,0,"Gd","TA","PConc","Gd","TA","Mn","GLQ",622,"Unf",0,304,926,"GasA","Ex","Y","SBrkr",1016,868,0,1884,1,0,2,1,3,1,"Ex",7,"Typ",1,"Ex","Attchd",2003,"RFn",2,581,"TA","TA","Y",0,35,0,0,0,0,\N,\N,\N,0,6,2009,"WD ","Normal",240900,383
1751,528240020,60,"RL",62,8244,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd",\N,0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,840,840,"GasA","Ex","Y","SBrkr",840,880,0,1720,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2004,"Fin",2,440,"TA","TA","Y",100,48,0,0,0,0,\N,\N,\N,0,5,2007,"WD ","Normal",183500,1750
1725,528186120,120,"RL",68,7820,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2007,2007,"Hip","CompShg","MetalSd","MetalSd","BrkFace",362,"Ex","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,1869,1869,"GasA","Ex","Y","SBrkr",1869,0,0,1869,0,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2007,"RFn",2,617,"TA","TA","Y",210,54,0,0,0,0,\N,\N,\N,0,12,2007,"New","Partial",318061,1724
1369,903481010,30,"RM",60,10320,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","RRNe","Norm","1Fam","1Story",5,8,1912,1991,"Gable","CompShg","Wd Sdng","Wd Sdng",\N,0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,451,451,"GasA","TA","Y","SBrkr",759,0,0,759,0,0,1,0,1,1,"TA",5,"Typ",0,\N,"Detchd",1997,"Unf",2,576,"TA","TA","N",40,0,0,0,0,0,\N,\N,\N,0,8,2008,"ConLD","Family",85000,1368
2466,528480110,60,"FV",65,8125,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd",\N,0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,858,858,"GasA","Ex","Y","SBrkr",858,858,0,1716,0,0,2,1,3,1,"Gd",7,"Typ",0,\N,"Attchd",2005,"RFn",2,615,"TA","TA","Y",0,53,0,0,0,0,\N,\N,\N,0,2,2006,"WD ","Normal",200825,2465
